-405.19998	-114.45006	0.0
-313.083	-173.41005	-0.0
401.709	-57.38504	-0.0
-218.25002	-127.83406	0.0
-158.57532	-130.37206	-0.0
-73.06346	-115.96806	0.0
27.506493	-99.10603	-0.0
402.22202	-38.35605	-0.0
-392.488	-70.38104	-0.0
-299.854	-75.89905	0.0
-245.87802	-24.983047	0.0
-210.81201	-0.99806213	0.0
-103.16081	36.39096	0.0
-60.753967	51.67595	-0.0
143.874	-13.081055	0.0
322.822	-27.63704	0.0
-204.852	-127.75505	-0.0
-88.296906	-120.17305	-0.0
11.0997925	-103.23506	-0.0
-13.547905	19.588943	-0.0
55.606995	-91.984055	0.0
31.666092	0.9479523	-0.0
88.37599	-85.49104	-0.0
72.486984	-7.78804	-0.0
146.857	-74.78204	-0.0
325.58	-61.347046	0.0
406.78098	-48.024033	0.0
-23.04491	-112.26103	-0.0
-401.561	-87.09206	0.0
-395.711	-75.59204	0.0
-396.132	-125.57405	-0.0
-379.414	-69.71704	0.0
-382.54602	-135.60805	0.0
-360.564	-73.941055	0.0
-262.613	-48.312057	0.0
-236.84	-140.02705	-0.0
-288.156	-68.23505	0.0
-277.111	-170.46004	0.0
400.11697	-39.603043	8.37207
403.861	-48.625046	9.30178
-296.05402	-78.77304	18.7124
-293.774	-96.05406	36.1908
-248.211	-92.408035	28.3293
-242.05602	-116.93904	25.934502
-225.671	-105.79002	31.9888
-231.864	-75.67705	36.338303
-220.98001	-73.55406	43.547302
-212.78201	-104.73503	37.0325
-180.62701	-61.642044	45.0514
-166.82	-96.54405	35.6815
-111.58711	-49.38005	52.4205
-98.582306	-89.27104	44.4492
-9.002708	-15.51004	47.483402
-11.432007	14.60495	13.765
0.49669647	-10.591049	25.2566
32.965294	-4.7090454	14.8297
38.49099	-44.473053	28.6687
74.01898	-15.60704	14.745501
78.31999	-45.74803	23.4536
143.684	-18.361053	14.7507
144.477	-43.91005	21.6006
324.177	-31.31105	10.7699
326.287	-45.64804	14.2601
399.806	-56.67404	7.2300797
