0.0	-114.45006	405.19998
-0.0	-173.41005	313.083
0.0	-57.38504	-401.709
0.0	-127.83406	218.25002
-0.0	-130.37206	158.57532
0.0	-115.96806	73.06346
0.0	-99.10603	-27.506493
-0.0	-38.35605	-402.22202
-0.0	-70.38104	392.488
0.0	-75.89905	299.854
0.0	-24.983047	245.87802
0.0	-0.99806213	210.81201
0.0	36.39096	103.16081
0.0	51.67595	60.753967
0.0	-13.081055	-143.874
0.0	-27.63704	-322.822
-0.0	-127.75505	204.852
-0.0	-120.17305	88.296906
-0.0	-103.23506	-11.0997925
0.0	19.588943	13.547905
0.0	-91.984055	-55.606995
-0.0	0.9479523	-31.666092
-0.0	-85.49104	-88.37599
0.0	-7.78804	-72.486984
-0.0	-74.78204	-146.857
0.0	-61.347046	-325.58
0.0	-48.024033	-406.78098
-0.0	-112.26103	23.04491
0.0	-87.09206	401.561
0.0	-75.59204	395.711
-0.0	-125.57405	396.132
0.0	-69.71704	379.414
0.0	-135.60805	382.54602
0.0	-73.941055	360.564
0.0	-48.312057	262.613
-0.0	-140.02705	236.84
0.0	-68.23505	288.156
0.0	-170.46004	277.111
8.37207	-39.603043	-400.11697
9.30178	-48.625046	-403.861
18.7124	-78.77304	296.05402
36.1908	-96.05406	293.774
28.3293	-92.408035	248.211
25.934502	-116.93904	242.05602
31.9888	-105.79002	225.671
36.338303	-75.67705	231.864
43.547302	-73.55406	220.98001
37.0325	-104.73503	212.78201
45.0514	-61.642044	180.62701
35.6815	-96.54405	166.82
52.4205	-49.38005	111.58711
44.4492	-89.27104	98.582306
47.483402	-15.51004	9.002708
13.765	14.60495	11.432007
25.2566	-10.591049	-0.49669647
14.8297	-4.7090454	-32.965294
28.6687	-44.473053	-38.49099
14.745501	-15.60704	-74.01898
23.4536	-45.74803	-78.31999
14.7507	-18.361053	-143.684
21.6006	-43.91005	-144.477
10.7699	-31.31105	-324.177
14.2601	-45.64804	-326.287
7.2300797	-56.67404	-399.806
9.58964	-57.403046	-326.29498
14.9935	-68.43404	-146.901
15.7917	-78.39305	-88.12399
16.7446	-87.72905	-54.78099
17.9356	-96.01906	-26.600494
33.3764	-75.90904	-23.426193
